Sensor,Sensor ID,Hour,Pedestrian_Count,Hour_24,Time_Period,Location_Type
,,11am,0.0,11,Daytime,Unknown
,,11am,0.0,11,Daytime,Unknown
Average Hourly Pedestrian Counts for Thursday over the past 4 weeks. ,,11am,0.0,11,Daytime,Mixed Use
Sensor,Sensor ID,11am,0.0,11,Daytime,Mixed Use
Bourke Street Mall (North),1,11am,1953.0,11,Daytime,Retail
Bourke Street Mall (South),2,11am,1166.0,11,Daytime,Retail
Melbourne Central,3,11am,1068.0,11,Daytime,Transport Hub
Town Hall (West),4,11am,2684.0,11,Daytime,Public Building
Princes Bridge,5,11am,2262.0,11,Daytime,Outdoor
Flinders Street Station Underpass,6,11am,1386.0,11,Daytime,Transport Hub
Birrarung Marr,7,11am,0.0,11,Daytime,Mixed Use
Webb Bridge,8,11am,377.0,11,Daytime,Outdoor
Southern Cross Station,9,11am,463.0,11,Daytime,Transport Hub
Victoria Point,10,11am,126.0,11,Daytime,Mixed Use
Waterfront City,11,11am,96.0,11,Daytime,Mixed Use
New Quay,12,11am,313.0,11,Daytime,Mixed Use
Sandridge Bridge,14,11am,457.0,11,Daytime,Outdoor
Collins Place (South),17,11am,569.0,11,Daytime,Mixed Use
Collins Place (North),18,11am,345.0,11,Daytime,Mixed Use
Chinatown-Swanston St (North),19,11am,410.0,11,Daytime,Mixed Use
Chinatown-Lt Bourke St (South),20,11am,380.0,11,Daytime,Mixed Use
Bourke St-Russell St (West),21,11am,446.0,11,Daytime,Mixed Use
Flinders St-Elizabeth St (East),22,11am,1840.0,11,Daytime,Mixed Use
Spencer St-Collins St (South),23,11am,485.0,11,Daytime,Mixed Use
Spencer St-Collins St (North),24,11am,1166.0,11,Daytime,Mixed Use
Melbourne Convention Exhibition Centre,25,11am,1041.0,11,Daytime,Mixed Use
QV Market-Elizabeth St (West),26,11am,0.0,11,Daytime,Mixed Use
QV Market-Peel St,27,11am,293.0,11,Daytime,Mixed Use
The Arts Centre,28,11am,1991.0,11,Daytime,Mixed Use
St Kilda Rd-Alexandra Gardens,29,11am,698.0,11,Daytime,Mixed Use
Lonsdale St (South),30,11am,450.0,11,Daytime,Mixed Use
Lygon St (West),31,11am,197.0,11,Daytime,Mixed Use
Southbank,35,11am,1991.0,11,Daytime,Mixed Use
Queen St (West),36,11am,345.0,11,Daytime,Mixed Use
Lygon St (East),37,11am,148.0,11,Daytime,Mixed Use
Alfred Place,39,11am,120.0,11,Daytime,Mixed Use
Lonsdale St-Spring St (West),40,11am,367.0,11,Daytime,Mixed Use
Grattan St-Swanston St (West),42,11am,191.0,11,Daytime,Mixed Use
Monash Rd-Swanston St (West),43,11am,131.0,11,Daytime,Mixed Use
Tin Alley-Swanston St (West),44,11am,70.0,11,Daytime,Mixed Use
Little Collins St-Swanston St (East),45,11am,990.0,11,Daytime,Mixed Use
Flinders La-Swanston St (West),41,11am,2685.0,11,Daytime,Mixed Use
Pelham St (South),46,11am,76.0,11,Daytime,Mixed Use
Melbourne Central-Elizabeth St (East),47,11am,1319.0,11,Daytime,Transport Hub
QVM-Queen St (East),48,11am,540.0,11,Daytime,Mixed Use
QVM-Therry St (South),49,11am,739.0,11,Daytime,Mixed Use
Faraday St-Lygon St (West),50,11am,364.0,11,Daytime,Mixed Use
QVM-Franklin St (North),51,11am,232.0,11,Daytime,Mixed Use
Elizabeth St-Lonsdale St (South),52,11am,400.0,11,Daytime,Mixed Use
Collins St (North),53,11am,1310.0,11,Daytime,Mixed Use
Lincoln-Swanston (West),54,11am,97.0,11,Daytime,Mixed Use
Lonsdale St - Elizabeth St (North),56,11am,463.0,11,Daytime,Mixed Use
Bourke St Bridge,57,11am,0.0,11,Daytime,Outdoor
Bourke St - Spencer St (North),58,11am,981.0,11,Daytime,Mixed Use
RMIT Building 80,59,11am,413.0,11,Daytime,Mixed Use
RMIT Building 14,61,11am,547.0,11,Daytime,Mixed Use
Elizabeth St-La Trobe St (East),55,11am,0.0,11,Daytime,Mixed Use
La Trobe St (North),62,11am,292.0,11,Daytime,Mixed Use
231 Bourke St,63,11am,655.0,11,Daytime,Mixed Use
Royal Pde - Grattan St,64,11am,0.0,11,Daytime,Mixed Use
Swanston St - City Square,65,11am,0.0,11,Daytime,Mixed Use
State Library- New,66,11am,1264.0,11,Daytime,Mixed Use
Flinders Ln -Degraves St (South),67,11am,920.0,11,Daytime,Mixed Use
Flinders Ln -Degraves St (North),68,11am,618.0,11,Daytime,Mixed Use
Flinders Ln -Degraves St (Crossing),69,11am,604.0,11,Daytime,Mixed Use
Errol Street (East),70,11am,242.0,11,Daytime,Mixed Use
Westwood Place,71,11am,53.0,11,Daytime,Mixed Use
Flinders St- ACMI,72,11am,455.0,11,Daytime,Mixed Use
Bourke St - Spencer St (South),73,11am,0.0,11,Daytime,Mixed Use
Spring St- Flinders St (West),75,11am,98.0,11,Daytime,Mixed Use
Macaulay Rd-Bellair St,76,11am,108.0,11,Daytime,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,11am,255.0,11,Daytime,Mixed Use
Harbour Esplanade (West) - Bike Path,78,11am,86.0,11,Daytime,Mixed Use
Flinders St (South),79,11am,1057.0,11,Daytime,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,11am,1840.0,11,Daytime,Mixed Use
Macaulay Rd (North),85,11am,151.0,11,Daytime,Mixed Use
Queensberry St - Errol St (South),86,11am,89.0,11,Daytime,Mixed Use
Errol St (West),87,11am,185.0,11,Daytime,Mixed Use
Flagstaff station (East),88,11am,247.0,11,Daytime,Transport Hub
William St - Little Lonsdale St (West),89,11am,475.0,11,Daytime,Mixed Use
La Trobe St - William St (South),90,11am,200.0,11,Daytime,Mixed Use
114 Flinders St,91,11am,378.0,11,Daytime,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,11am,109.0,11,Daytime,Outdoor
474 Flinders St,141,11am,294.0,11,Daytime,Mixed Use
Hamer Hall - River Side,142,11am,986.0,11,Daytime,Public Building
Cnr Bourke St and Harbour Esplanade,137,11am,75.0,11,Daytime,Mixed Use
Flinders Walk - Sandridge Bridge,139,11am,105.0,11,Daytime,Outdoor
Birrarung Marr - Federation Bridge,136,11am,337.0,11,Daytime,Outdoor
Boyd Park,140,11am,123.0,11,Daytime,Outdoor
I-Hub 892 Bourke Street,130,11am,77.0,11,Daytime,Mixed Use
510 Elizabeth St,83,11am,0.0,11,Daytime,Mixed Use
512 Elizabeth St,82,11am,0.0,11,Daytime,Mixed Use
514 Elizabeth St,158,11am,0.0,11,Daytime,Mixed Use
516 Elizabeth St,159,11am,1.0,11,Daytime,Mixed Use
Batman Park,160,11am,351.0,11,Daytime,Outdoor
City Baths,161,11am,97.0,11,Daytime,Mixed Use
Birrarung Marr – COM Pole 1109,0,11am,1050.0,11,Daytime,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,11am,257.0,11,Daytime,Mixed Use
I-Hub 489 Elizabeth Street,162,11am,1052.0,11,Daytime,Mixed Use
I-Hub 526 La Trobe Street,164,11am,244.0,11,Daytime,Mixed Use
475 Spencer Street,165,11am,68.0,11,Daytime,Mixed Use
484 Spencer Street,166,11am,88.0,11,Daytime,Mixed Use
,,11am,0.0,11,Daytime,Unknown
,,11am,0.0,11,Daytime,Unknown
Average Hourly Pedestrian Counts for Thursday over the past 52 weeks. ,,11am,0.0,11,Daytime,Mixed Use
Sensor,Sensor ID,11am,0.0,11,Daytime,Mixed Use
Bourke Street Mall (North),1,11am,1596.0,11,Daytime,Retail
Bourke Street Mall (South),2,11am,999.0,11,Daytime,Retail
Melbourne Central,3,11am,1295.0,11,Daytime,Transport Hub
Town Hall (West),4,11am,1928.0,11,Daytime,Public Building
Princes Bridge,5,11am,1431.0,11,Daytime,Outdoor
Flinders Street Station Underpass,6,11am,1168.0,11,Daytime,Transport Hub
Birrarung Marr,7,11am,70.0,11,Daytime,Mixed Use
Webb Bridge,8,11am,324.0,11,Daytime,Outdoor
Southern Cross Station,9,11am,625.0,11,Daytime,Transport Hub
Victoria Point,10,11am,141.0,11,Daytime,Mixed Use
Waterfront City,11,11am,62.0,11,Daytime,Mixed Use
New Quay,12,11am,209.0,11,Daytime,Mixed Use
Sandridge Bridge,14,11am,387.0,11,Daytime,Outdoor
Collins Place (South),17,11am,667.0,11,Daytime,Mixed Use
Collins Place (North),18,11am,392.0,11,Daytime,Mixed Use
Chinatown-Swanston St (North),19,11am,527.0,11,Daytime,Mixed Use
Chinatown-Lt Bourke St (South),20,11am,314.0,11,Daytime,Mixed Use
Bourke St-Russell St (West),21,11am,399.0,11,Daytime,Mixed Use
Flinders St-Elizabeth St (East),22,11am,1594.0,11,Daytime,Mixed Use
Spencer St-Collins St (South),23,11am,535.0,11,Daytime,Mixed Use
Spencer St-Collins St (North),24,11am,1179.0,11,Daytime,Mixed Use
Melbourne Convention Exhibition Centre,25,11am,800.0,11,Daytime,Mixed Use
QV Market-Elizabeth St (West),26,11am,0.0,11,Daytime,Mixed Use
QV Market-Peel St,27,11am,220.0,11,Daytime,Mixed Use
The Arts Centre,28,11am,1032.0,11,Daytime,Mixed Use
St Kilda Rd-Alexandra Gardens,29,11am,416.0,11,Daytime,Mixed Use
Lonsdale St (South),30,11am,428.0,11,Daytime,Mixed Use
Lygon St (West),31,11am,213.0,11,Daytime,Mixed Use
Southbank,35,11am,1501.0,11,Daytime,Mixed Use
Queen St (West),36,11am,377.0,11,Daytime,Mixed Use
Lygon St (East),37,11am,150.0,11,Daytime,Mixed Use
Alfred Place,39,11am,180.0,11,Daytime,Mixed Use
Lonsdale St-Spring St (West),40,11am,442.0,11,Daytime,Mixed Use
Grattan St-Swanston St (West),42,11am,319.0,11,Daytime,Mixed Use
Monash Rd-Swanston St (West),43,11am,271.0,11,Daytime,Mixed Use
Tin Alley-Swanston St (West),44,11am,119.0,11,Daytime,Mixed Use
Little Collins St-Swanston St (East),45,11am,962.0,11,Daytime,Mixed Use
Flinders La-Swanston St (West),41,11am,1655.0,11,Daytime,Mixed Use
Pelham St (South),46,11am,151.0,11,Daytime,Mixed Use
Melbourne Central-Elizabeth St (East),47,11am,1235.0,11,Daytime,Transport Hub
QVM-Queen St (East),48,11am,498.0,11,Daytime,Mixed Use
QVM-Therry St (South),49,11am,662.0,11,Daytime,Mixed Use
Faraday St-Lygon St (West),50,11am,313.0,11,Daytime,Mixed Use
QVM-Franklin St (North),51,11am,201.0,11,Daytime,Mixed Use
Elizabeth St-Lonsdale St (South),52,11am,457.0,11,Daytime,Mixed Use
Collins St (North),53,11am,1138.0,11,Daytime,Mixed Use
Lincoln-Swanston (West),54,11am,270.0,11,Daytime,Mixed Use
Lonsdale St - Elizabeth St (North),56,11am,428.0,11,Daytime,Mixed Use
Bourke St Bridge,57,11am,0.0,11,Daytime,Outdoor
Bourke St - Spencer St (North),58,11am,919.0,11,Daytime,Mixed Use
RMIT Building 80,59,11am,1371.0,11,Daytime,Mixed Use
RMIT Building 14,61,11am,868.0,11,Daytime,Mixed Use
Elizabeth St-La Trobe St (East),55,11am,182.0,11,Daytime,Mixed Use
La Trobe St (North),62,11am,354.0,11,Daytime,Mixed Use
231 Bourke St,63,11am,537.0,11,Daytime,Mixed Use
Royal Pde - Grattan St,64,11am,0.0,11,Daytime,Mixed Use
Swanston St - City Square,65,11am,648.0,11,Daytime,Mixed Use
State Library- New,66,11am,1391.0,11,Daytime,Mixed Use
Flinders Ln -Degraves St (South),67,11am,812.0,11,Daytime,Mixed Use
Flinders Ln -Degraves St (North),68,11am,382.0,11,Daytime,Mixed Use
Flinders Ln -Degraves St (Crossing),69,11am,384.0,11,Daytime,Mixed Use
Errol Street (East),70,11am,236.0,11,Daytime,Mixed Use
Westwood Place,71,11am,51.0,11,Daytime,Mixed Use
Flinders St- ACMI,72,11am,454.0,11,Daytime,Mixed Use
Bourke St - Spencer St (South),73,11am,0.0,11,Daytime,Mixed Use
Spring St- Flinders St (West),75,11am,91.0,11,Daytime,Mixed Use
Macaulay Rd-Bellair St,76,11am,118.0,11,Daytime,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,11am,174.0,11,Daytime,Mixed Use
Harbour Esplanade (West) - Bike Path,78,11am,70.0,11,Daytime,Mixed Use
Flinders St (South),79,11am,763.0,11,Daytime,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,11am,1594.0,11,Daytime,Mixed Use
Macaulay Rd (North),85,11am,160.0,11,Daytime,Mixed Use
Queensberry St - Errol St (South),86,11am,93.0,11,Daytime,Mixed Use
Errol St (West),87,11am,193.0,11,Daytime,Mixed Use
Flagstaff station (East),88,11am,184.0,11,Daytime,Transport Hub
William St - Little Lonsdale St (West),89,11am,482.0,11,Daytime,Mixed Use
La Trobe St - William St (South),90,11am,251.0,11,Daytime,Mixed Use
114 Flinders St,91,11am,312.0,11,Daytime,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,11am,22.0,11,Daytime,Outdoor
474 Flinders St,141,11am,250.0,11,Daytime,Mixed Use
Hamer Hall - River Side,142,11am,536.0,11,Daytime,Public Building
Cnr Bourke St and Harbour Esplanade,137,11am,59.0,11,Daytime,Mixed Use
Flinders Walk - Sandridge Bridge,139,11am,95.0,11,Daytime,Outdoor
Birrarung Marr - Federation Bridge,136,11am,155.0,11,Daytime,Outdoor
Boyd Park,140,11am,124.0,11,Daytime,Outdoor
I-Hub 892 Bourke Street,130,11am,64.0,11,Daytime,Mixed Use
510 Elizabeth St,83,11am,3.0,11,Daytime,Mixed Use
512 Elizabeth St,82,11am,6.0,11,Daytime,Mixed Use
514 Elizabeth St,158,11am,1.0,11,Daytime,Mixed Use
516 Elizabeth St,159,11am,6.0,11,Daytime,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,11am,254.0,11,Daytime,Mixed Use
Bourke Street Mall (North),1,12pm,2517.0,12,Daytime,Retail
Bourke Street Mall (South),2,12pm,1517.0,12,Daytime,Retail
Melbourne Central,3,12pm,1714.0,12,Daytime,Transport Hub
Town Hall (West),4,12pm,3432.0,12,Daytime,Public Building
Princes Bridge,5,12pm,2524.0,12,Daytime,Outdoor
Flinders Street Station Underpass,6,12pm,1876.0,12,Daytime,Transport Hub
Birrarung Marr,7,12pm,0.0,12,Daytime,Mixed Use
Webb Bridge,8,12pm,555.0,12,Daytime,Outdoor
Southern Cross Station,9,12pm,952.0,12,Daytime,Transport Hub
Victoria Point,10,12pm,235.0,12,Daytime,Mixed Use
Waterfront City,11,12pm,112.0,12,Daytime,Mixed Use
New Quay,12,12pm,322.0,12,Daytime,Mixed Use
Sandridge Bridge,14,12pm,502.0,12,Daytime,Outdoor
Collins Place (South),17,12pm,835.0,12,Daytime,Mixed Use
Collins Place (North),18,12pm,417.0,12,Daytime,Mixed Use
Chinatown-Swanston St (North),19,12pm,0.0,12,Daytime,Mixed Use
Chinatown-Lt Bourke St (South),20,12pm,707.0,12,Daytime,Mixed Use
Bourke St-Russell St (West),21,12pm,779.0,12,Daytime,Mixed Use
Flinders St-Elizabeth St (East),22,12pm,2364.0,12,Daytime,Mixed Use
Spencer St-Collins St (South),23,12pm,807.0,12,Daytime,Mixed Use
Spencer St-Collins St (North),24,12pm,1334.0,12,Daytime,Mixed Use
Melbourne Convention Exhibition Centre,25,12pm,1252.0,12,Daytime,Mixed Use
QV Market-Elizabeth St (West),26,12pm,0.0,12,Daytime,Mixed Use
QV Market-Peel St,27,12pm,321.0,12,Daytime,Mixed Use
The Arts Centre,28,12pm,2283.0,12,Daytime,Mixed Use
St Kilda Rd-Alexandra Gardens,29,12pm,950.0,12,Daytime,Mixed Use
Lonsdale St (South),30,12pm,618.0,12,Daytime,Mixed Use
Lygon St (West),31,12pm,269.0,12,Daytime,Mixed Use
Southbank,35,12pm,2551.0,12,Daytime,Mixed Use
Queen St (West),36,12pm,620.0,12,Daytime,Mixed Use
Lygon St (East),37,12pm,239.0,12,Daytime,Mixed Use
Alfred Place,39,12pm,339.0,12,Daytime,Mixed Use
Lonsdale St-Spring St (West),40,12pm,481.0,12,Daytime,Mixed Use
Grattan St-Swanston St (West),42,12pm,252.0,12,Daytime,Mixed Use
Monash Rd-Swanston St (West),43,12pm,268.0,12,Daytime,Mixed Use
Tin Alley-Swanston St (West),44,12pm,174.0,12,Daytime,Mixed Use
Little Collins St-Swanston St (East),45,12pm,1417.0,12,Daytime,Mixed Use
Flinders La-Swanston St (West),41,12pm,3313.0,12,Daytime,Mixed Use
Pelham St (South),46,12pm,115.0,12,Daytime,Mixed Use
Melbourne Central-Elizabeth St (East),47,12pm,1670.0,12,Daytime,Transport Hub
QVM-Queen St (East),48,12pm,678.0,12,Daytime,Mixed Use
QVM-Therry St (South),49,12pm,918.0,12,Daytime,Mixed Use
Faraday St-Lygon St (West),50,12pm,471.0,12,Daytime,Mixed Use
QVM-Franklin St (North),51,12pm,281.0,12,Daytime,Mixed Use
Elizabeth St-Lonsdale St (South),52,12pm,652.0,12,Daytime,Mixed Use
Collins St (North),53,12pm,1638.0,12,Daytime,Mixed Use
Lincoln-Swanston (West),54,12pm,188.0,12,Daytime,Mixed Use
Lonsdale St - Elizabeth St (North),56,12pm,756.0,12,Daytime,Mixed Use
Bourke St Bridge,57,12pm,0.0,12,Daytime,Outdoor
Bourke St - Spencer St (North),58,12pm,1152.0,12,Daytime,Mixed Use
RMIT Building 80,59,12pm,509.0,12,Daytime,Mixed Use
RMIT Building 14,61,12pm,880.0,12,Daytime,Mixed Use
Elizabeth St-La Trobe St (East),55,12pm,0.0,12,Daytime,Mixed Use
La Trobe St (North),62,12pm,359.0,12,Daytime,Mixed Use
231 Bourke St,63,12pm,949.0,12,Daytime,Mixed Use
Royal Pde - Grattan St,64,12pm,0.0,12,Daytime,Mixed Use
Swanston St - City Square,65,12pm,0.0,12,Daytime,Mixed Use
State Library- New,66,12pm,1874.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (South),67,12pm,1203.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (North),68,12pm,925.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (Crossing),69,12pm,683.0,12,Daytime,Mixed Use
Errol Street (East),70,12pm,294.0,12,Daytime,Mixed Use
Westwood Place,71,12pm,32.0,12,Daytime,Mixed Use
Flinders St- ACMI,72,12pm,591.0,12,Daytime,Mixed Use
Bourke St - Spencer St (South),73,12pm,0.0,12,Daytime,Mixed Use
Spring St- Flinders St (West),75,12pm,148.0,12,Daytime,Mixed Use
Macaulay Rd-Bellair St,76,12pm,139.0,12,Daytime,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,12pm,254.0,12,Daytime,Mixed Use
Harbour Esplanade (West) - Bike Path,78,12pm,84.0,12,Daytime,Mixed Use
Flinders St (South),79,12pm,1275.0,12,Daytime,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,12pm,2364.0,12,Daytime,Mixed Use
Macaulay Rd (North),85,12pm,259.0,12,Daytime,Mixed Use
Queensberry St - Errol St (South),86,12pm,103.0,12,Daytime,Mixed Use
Errol St (West),87,12pm,274.0,12,Daytime,Mixed Use
Flagstaff station (East),88,12pm,294.0,12,Daytime,Transport Hub
William St - Little Lonsdale St (West),89,12pm,677.0,12,Daytime,Mixed Use
La Trobe St - William St (South),90,12pm,276.0,12,Daytime,Mixed Use
114 Flinders St,91,12pm,490.0,12,Daytime,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,12pm,142.0,12,Daytime,Outdoor
474 Flinders St,141,12pm,329.0,12,Daytime,Mixed Use
Hamer Hall - River Side,142,12pm,1208.0,12,Daytime,Public Building
Cnr Bourke St and Harbour Esplanade,137,12pm,96.0,12,Daytime,Mixed Use
Flinders Walk - Sandridge Bridge,139,12pm,154.0,12,Daytime,Outdoor
Birrarung Marr - Federation Bridge,136,12pm,319.0,12,Daytime,Outdoor
Boyd Park,140,12pm,136.0,12,Daytime,Outdoor
I-Hub 892 Bourke Street,130,12pm,137.0,12,Daytime,Mixed Use
510 Elizabeth St,83,12pm,7.0,12,Daytime,Mixed Use
512 Elizabeth St,82,12pm,0.0,12,Daytime,Mixed Use
514 Elizabeth St,158,12pm,0.0,12,Daytime,Mixed Use
516 Elizabeth St,159,12pm,2.0,12,Daytime,Mixed Use
Batman Park,160,12pm,394.0,12,Daytime,Outdoor
City Baths,161,12pm,123.0,12,Daytime,Mixed Use
Birrarung Marr – COM Pole 1109,0,12pm,1329.0,12,Daytime,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,12pm,341.0,12,Daytime,Mixed Use
I-Hub 489 Elizabeth Street,162,12pm,1257.0,12,Daytime,Mixed Use
I-Hub 526 La Trobe Street,164,12pm,308.0,12,Daytime,Mixed Use
475 Spencer Street,165,12pm,108.0,12,Daytime,Mixed Use
484 Spencer Street,166,12pm,136.0,12,Daytime,Mixed Use
,,12pm,0.0,12,Daytime,Unknown
,,12pm,0.0,12,Daytime,Unknown
Average Hourly Pedestrian Counts for Friday over the past 4 weeks. ,,12pm,0.0,12,Daytime,Mixed Use
Sensor,Sensor ID,12pm,0.0,12,Daytime,Mixed Use
Bourke Street Mall (North),1,12pm,2742.0,12,Daytime,Retail
Bourke Street Mall (South),2,12pm,1655.0,12,Daytime,Retail
Melbourne Central,3,12pm,1695.0,12,Daytime,Transport Hub
Town Hall (West),4,12pm,3479.0,12,Daytime,Public Building
Princes Bridge,5,12pm,2837.0,12,Daytime,Outdoor
Flinders Street Station Underpass,6,12pm,1662.0,12,Daytime,Transport Hub
Birrarung Marr,7,12pm,0.0,12,Daytime,Mixed Use
Webb Bridge,8,12pm,468.0,12,Daytime,Outdoor
Southern Cross Station,9,12pm,550.0,12,Daytime,Transport Hub
Victoria Point,10,12pm,158.0,12,Daytime,Mixed Use
Waterfront City,11,12pm,112.0,12,Daytime,Mixed Use
New Quay,12,12pm,340.0,12,Daytime,Mixed Use
Sandridge Bridge,14,12pm,678.0,12,Daytime,Outdoor
Collins Place (South),17,12pm,590.0,12,Daytime,Mixed Use
Collins Place (North),18,12pm,284.0,12,Daytime,Mixed Use
Chinatown-Swanston St (North),19,12pm,997.0,12,Daytime,Mixed Use
Chinatown-Lt Bourke St (South),20,12pm,596.0,12,Daytime,Mixed Use
Bourke St-Russell St (West),21,12pm,692.0,12,Daytime,Mixed Use
Flinders St-Elizabeth St (East),22,12pm,2125.0,12,Daytime,Mixed Use
Spencer St-Collins St (South),23,12pm,543.0,12,Daytime,Mixed Use
Spencer St-Collins St (North),24,12pm,1238.0,12,Daytime,Mixed Use
Melbourne Convention Exhibition Centre,25,12pm,1479.0,12,Daytime,Mixed Use
QV Market-Elizabeth St (West),26,12pm,0.0,12,Daytime,Mixed Use
QV Market-Peel St,27,12pm,333.0,12,Daytime,Mixed Use
The Arts Centre,28,12pm,2292.0,12,Daytime,Mixed Use
St Kilda Rd-Alexandra Gardens,29,12pm,893.0,12,Daytime,Mixed Use
Lonsdale St (South),30,12pm,607.0,12,Daytime,Mixed Use
Lygon St (West),31,12pm,272.0,12,Daytime,Mixed Use
Southbank,35,12pm,2436.0,12,Daytime,Mixed Use
Queen St (West),36,12pm,387.0,12,Daytime,Mixed Use
Lygon St (East),37,12pm,222.0,12,Daytime,Mixed Use
Alfred Place,39,12pm,144.0,12,Daytime,Mixed Use
Lonsdale St-Spring St (West),40,12pm,431.0,12,Daytime,Mixed Use
Grattan St-Swanston St (West),42,12pm,178.0,12,Daytime,Mixed Use
Monash Rd-Swanston St (West),43,12pm,94.0,12,Daytime,Mixed Use
Tin Alley-Swanston St (West),44,12pm,59.0,12,Daytime,Mixed Use
Little Collins St-Swanston St (East),45,12pm,1411.0,12,Daytime,Mixed Use
Flinders La-Swanston St (West),41,12pm,3192.0,12,Daytime,Mixed Use
Pelham St (South),46,12pm,82.0,12,Daytime,Mixed Use
Melbourne Central-Elizabeth St (East),47,12pm,1738.0,12,Daytime,Transport Hub
QVM-Queen St (East),48,12pm,722.0,12,Daytime,Mixed Use
QVM-Therry St (South),49,12pm,948.0,12,Daytime,Mixed Use
Faraday St-Lygon St (West),50,12pm,483.0,12,Daytime,Mixed Use
QVM-Franklin St (North),51,12pm,279.0,12,Daytime,Mixed Use
Elizabeth St-Lonsdale St (South),52,12pm,596.0,12,Daytime,Mixed Use
Collins St (North),53,12pm,1557.0,12,Daytime,Mixed Use
Lincoln-Swanston (West),54,12pm,112.0,12,Daytime,Mixed Use
Lonsdale St - Elizabeth St (North),56,12pm,605.0,12,Daytime,Mixed Use
Bourke St Bridge,57,12pm,0.0,12,Daytime,Outdoor
Bourke St - Spencer St (North),58,12pm,1114.0,12,Daytime,Mixed Use
RMIT Building 80,59,12pm,531.0,12,Daytime,Mixed Use
RMIT Building 14,61,12pm,647.0,12,Daytime,Mixed Use
Elizabeth St-La Trobe St (East),55,12pm,0.0,12,Daytime,Mixed Use
La Trobe St (North),62,12pm,318.0,12,Daytime,Mixed Use
231 Bourke St,63,12pm,876.0,12,Daytime,Mixed Use
Royal Pde - Grattan St,64,12pm,0.0,12,Daytime,Mixed Use
Swanston St - City Square,65,12pm,0.0,12,Daytime,Mixed Use
State Library- New,66,12pm,1805.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (South),67,12pm,1018.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (North),68,12pm,762.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (Crossing),69,12pm,620.0,12,Daytime,Mixed Use
Errol Street (East),70,12pm,272.0,12,Daytime,Mixed Use
Westwood Place,71,12pm,42.0,12,Daytime,Mixed Use
Flinders St- ACMI,72,12pm,656.0,12,Daytime,Mixed Use
Bourke St - Spencer St (South),73,12pm,0.0,12,Daytime,Mixed Use
Spring St- Flinders St (West),75,12pm,109.0,12,Daytime,Mixed Use
Macaulay Rd-Bellair St,76,12pm,130.0,12,Daytime,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,12pm,250.0,12,Daytime,Mixed Use
Harbour Esplanade (West) - Bike Path,78,12pm,119.0,12,Daytime,Mixed Use
Flinders St (South),79,12pm,1114.0,12,Daytime,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,12pm,2125.0,12,Daytime,Mixed Use
Macaulay Rd (North),85,12pm,214.0,12,Daytime,Mixed Use
Queensberry St - Errol St (South),86,12pm,109.0,12,Daytime,Mixed Use
Errol St (West),87,12pm,245.0,12,Daytime,Mixed Use
Flagstaff station (East),88,12pm,256.0,12,Daytime,Transport Hub
William St - Little Lonsdale St (West),89,12pm,444.0,12,Daytime,Mixed Use
La Trobe St - William St (South),90,12pm,217.0,12,Daytime,Mixed Use
114 Flinders St,91,12pm,386.0,12,Daytime,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,12pm,124.0,12,Daytime,Outdoor
474 Flinders St,141,12pm,308.0,12,Daytime,Mixed Use
Hamer Hall - River Side,142,12pm,1359.0,12,Daytime,Public Building
Cnr Bourke St and Harbour Esplanade,137,12pm,67.0,12,Daytime,Mixed Use
Flinders Walk - Sandridge Bridge,139,12pm,145.0,12,Daytime,Outdoor
Birrarung Marr - Federation Bridge,136,12pm,263.0,12,Daytime,Outdoor
Boyd Park,140,12pm,137.0,12,Daytime,Outdoor
I-Hub 892 Bourke Street,130,12pm,73.0,12,Daytime,Mixed Use
510 Elizabeth St,83,12pm,0.0,12,Daytime,Mixed Use
512 Elizabeth St,82,12pm,0.0,12,Daytime,Mixed Use
514 Elizabeth St,158,12pm,0.0,12,Daytime,Mixed Use
516 Elizabeth St,159,12pm,4.0,12,Daytime,Mixed Use
Batman Park,160,12pm,388.0,12,Daytime,Outdoor
City Baths,161,12pm,122.0,12,Daytime,Mixed Use
Birrarung Marr – COM Pole 1109,0,12pm,632.0,12,Daytime,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,12pm,276.0,12,Daytime,Mixed Use
